batch_idx,neuron_idx,patch_idx,class_name,predicted,activation_value,activation_value_sds
369,0,172,burrito,head_cabbage,2.0226078033447266,4.880950567041711
369,0,155,burrito,head_cabbage,1.992483377456665,4.829960458910159
369,0,161,burrito,head_cabbage,1.9330130815505981,4.729298065205669
496,0,164,komondor,Bedlington_terrier,1.8447102308273315,4.579832248879919
27,0,166,horse_cart,Boston_bull,1.8141268491744995,4.5280652892936635
341,1,65,trench_coat,military_uniform,1.8812130689620972,3.954285935579569
39,1,62,Irish_water_spaniel,miniature_poodle,1.8236472606658936,3.8503210305664077
162,1,133,Windsor_tie,cowboy_hat,1.7976607084274292,3.803388840868141
121,1,117,dowitcher,red-backed_sandpiper,1.7883704900741577,3.78661053622453
341,1,80,trench_coat,military_uniform,1.7533094882965088,3.723289724316119
414,2,94,balance_beam,balance_beam,2.0139083862304688,4.586073216962588
414,2,115,balance_beam,balance_beam,2.0124757289886475,4.58383313981206
414,2,130,balance_beam,balance_beam,1.9801709651947021,4.53332199093738
452,2,38,cloak,cloak,1.9103457927703857,4.4241446045301815
414,2,108,balance_beam,balance_beam,1.8747105598449707,4.36842599389552
374,3,66,boathouse,boathouse,1.5491069555282593,5.171631716170166
53,3,47,slot,scoreboard,1.5035719871520996,5.103813826130941
453,3,117,ambulance,police_van,1.3134419918060303,4.820642110472322
323,3,134,cassette_player,cassette_player,1.250920295715332,4.727524893929688
374,3,94,boathouse,boathouse,1.2434756755828857,4.716437186009145
191,4,60,wok,hot_pot,2.4155030250549316,5.028513060017542
191,4,98,wok,hot_pot,2.3410749435424805,4.939861388106091
155,4,66,eggnog,cup,2.298464298248291,4.88910762864067
261,4,144,espresso,espresso,2.2790136337280273,4.865939841772193
191,4,53,wok,hot_pot,2.2781615257263184,4.8649248915347885
232,5,59,pencil_box,apron,1.5363311767578125,3.887795570769341
426,5,67,starfish,axolotl,1.505552053451538,3.812570514727663
80,5,1,ladybug,long-horned_beetle,1.4320648908615112,3.63296579144915
437,5,16,ptarmigan,ptarmigan,1.4294697046279907,3.6266230822071566
58,5,15,tub,tub,1.422154188156128,3.608743751106861
106,6,98,forklift,forklift,2.2787387371063232,4.669911729838461
337,6,72,bathtub,Egyptian_cat,2.057766914367676,4.3629774496479214
202,6,143,pajama,kimono,1.9659335613250732,4.235419086032699
246,6,167,racket,tennis_ball,1.9489948749542236,4.211890911968808
3,6,57,Eskimo_dog,Siberian_husky,1.929340124130249,4.184590070070897
48,7,66,fountain,fountain,1.9586100578308105,4.561777568343459
48,7,89,fountain,fountain,1.9469974040985107,4.544944681237295
73,7,69,dock,paddlewheel,1.938618779182434,4.532799615125065
48,7,88,fountain,fountain,1.9247591495513916,4.512709669597482
73,7,67,dock,paddlewheel,1.8815178871154785,4.450030173102449
209,8,23,cuirass,cuirass,2.2286362648010254,4.7759879734515405
280,8,122,hard_disc,parking_meter,2.183563232421875,4.71830296613209
28,8,138,projectile,missile,2.132948398590088,4.6535254948606
166,8,68,matchstick,ping-pong_ball,2.0567126274108887,4.5559580407456135
221,8,161,crossword_puzzle,crossword_puzzle,2.0098962783813477,4.496041915872501
349,9,187,cab,passenger_car,2.318835973739624,4.438591016704754
448,9,173,bottlecap,confectionery,2.2292490005493164,4.337466163054942
349,9,193,cab,passenger_car,2.1808459758758545,4.2828293267828395
335,9,97,Rottweiler,Rottweiler,2.1526732444763184,4.2510282374253325
349,9,167,cab,passenger_car,2.099388360977173,4.190880809136268
131,10,54,crane,dhole,1.6936326026916504,4.126057031323605
360,10,35,frilled_lizard,frilled_lizard,1.5883171558380127,3.9239031369548987
460,10,150,vulture,black_stork,1.5632869005203247,3.8758573493645394
131,10,55,crane,dhole,1.5621142387390137,3.873606415119359
50,10,19,chime,bell_cote,1.56168794631958,3.872788143201013
447,11,176,water_ouzel,red-backed_sandpiper,2.0040807723999023,3.6443827916595364
156,11,151,ice_bear,Arctic_fox,1.912089228630066,3.5097835788152683
448,11,167,bottlecap,confectionery,1.8577258586883545,3.4302407588792967
184,11,141,hognose_snake,horned_viper,1.7719876766204834,3.3047912735884757
355,11,60,starfish,coral_fungus,1.7647713422775269,3.2942325539238375
243,12,33,barbershop,tobacco_shop,2.0880258083343506,4.545309891947851
349,12,11,cab,passenger_car,2.0334348678588867,4.477665639453288
262,12,48,theater_curtain,theater_curtain,1.927898645401001,4.346894511183895
243,12,30,barbershop,tobacco_shop,1.8281540870666504,4.223299899510918
282,12,66,turnstile,turnstile,1.8021214008331299,4.191042503222179
113,13,34,prison,prison,2.3145031929016113,4.362953581935596
113,13,11,prison,prison,1.8508386611938477,3.8433943818329444
440,13,78,silky_terrier,French_bulldog,1.7607769966125488,3.7424758012431636
369,13,43,burrito,head_cabbage,1.7416900396347046,3.7210879153436816
440,13,92,silky_terrier,French_bulldog,1.7153056859970093,3.691522933047674
188,14,9,beer_bottle,beer_bottle,1.7296130657196045,4.538972846465946
188,14,3,beer_bottle,beer_bottle,1.6561704874038696,4.370278121383053
188,14,6,beer_bottle,beer_bottle,1.5238003730773926,4.066229154726447
188,14,7,beer_bottle,beer_bottle,1.5153342485427856,4.0467827983534015
165,14,66,toy_terrier,Chihuahua,1.4023205041885376,3.787194655185726
280,15,166,hard_disc,parking_meter,2.104186773300171,4.694181619095347
280,15,165,hard_disc,parking_meter,2.0410680770874023,4.609777488031638
388,15,8,gong,wall_clock,1.9982538223266602,4.552525038487382
62,15,151,brass,hay,1.979317545890808,4.527202906471813
312,15,185,hard_disc,combination_lock,1.8814727067947388,4.396361981064651
299,16,49,racket,rugby_ball,2.272705078125,4.968713801124036
40,16,38,stretcher,rifle,2.038830041885376,4.627365395111778
133,16,117,wardrobe,chime,1.9368911981582642,4.478582257003228
210,16,78,vault,dome,1.8637787103652954,4.371872145616434
210,16,144,vault,dome,1.7143504619598389,4.153776639458413
458,17,196,hourglass,quill,2.79245662689209,5.571222903097245
448,17,69,bottlecap,confectionery,2.630187511444092,5.33540801472207
458,17,154,hourglass,quill,2.5613255500793457,5.235335516713493
110,17,123,CD_player,Polaroid_camera,2.5355277061462402,5.197845229848924
345,17,117,golf_ball,golf_ball,2.507126808166504,5.1565720980619165
125,18,187,beer_bottle,puck,1.7329446077346802,4.4860941841794935
356,18,163,oboe,trombone,1.7235699892044067,4.473360951465046
125,18,107,beer_bottle,puck,1.6705267429351807,4.401314073344654
117,18,173,sax,sax,1.6120374202728271,4.321869970700361
246,18,82,racket,tennis_ball,1.5380444526672363,4.221367782508706
32,19,4,flatworm,anemone_fish,1.9045932292938232,4.456803853806705
32,19,81,flatworm,anemone_fish,1.5990819931030273,3.8468918578601325
459,19,36,lemon,lemon,1.5425479412078857,3.7340292448177133
262,19,59,theater_curtain,theater_curtain,1.5357508659362793,3.720459800377
435,19,43,dough,dough,1.5351707935333252,3.719301764026225
276,20,101,tobacco_shop,tobacco_shop,2.075995683670044,6.242280268358706
260,20,6,Great_Dane,Staffordshire_bullterrier,1.4470754861831665,5.217954805382718
412,20,159,academic_gown,oboe,1.3647984266281128,5.083949748051431
412,20,145,academic_gown,oboe,1.3048853874206543,4.98636908222179
128,20,147,plastic_bag,gasmask,1.263128638267517,4.9183596565751415
301,21,95,night_snake,wok,2.127549648284912,3.985218588255089
259,21,26,Brittany_spaniel,cocker_spaniel,2.005964756011963,3.8420662392756633
267,21,78,tusker,water_buffalo,1.7963042259216309,3.595214868109214
310,21,30,brambling,brambling,1.7592614889144897,3.551601268458239
58,21,90,tub,tub,1.613431453704834,3.3799030278154
466,22,59,miniature_schnauzer,West_Highland_white_terrier,2.3418331146240234,4.198815447715006
466,22,60,miniature_schnauzer,West_Highland_white_terrier,2.1020443439483643,3.838303885872173
466,22,46,miniature_schnauzer,West_Highland_white_terrier,2.0147311687469482,3.707032479489695
466,22,58,miniature_schnauzer,West_Highland_white_terrier,2.0066094398498535,3.6948218277510607
23,22,54,ground_beetle,long-horned_beetle,1.973193883895874,3.6445830520449616
480,23,31,colobus,hornbill,1.8301522731781006,4.601513939722087
269,23,40,promontory,cliff,1.6856588125228882,4.371705982791596
289,23,22,lakeside,American_coot,1.6598892211914062,4.330721033659866
269,23,41,promontory,cliff,1.6287310123443604,4.281165819989407
289,23,21,lakeside,American_coot,1.624874234199524,4.275031851699215
79,24,18,black-and-tan_coonhound,Doberman,1.816497564315796,4.22364493665295
79,24,47,black-and-tan_coonhound,Doberman,1.6947593688964844,3.9570797404244655
71,24,155,baboon,baboon,1.6878554821014404,3.9419625791102093
342,24,100,brown_bear,brown_bear,1.657167673110962,3.874766726590849
476,24,117,Shetland_sheepdog,collie,1.6552729606628418,3.870617951477253
33,25,78,tick,long-horned_beetle,1.6619882583618164,3.813326044513025
89,25,115,conch,hermit_crab,1.5932896137237549,3.687738563020078
274,25,162,wok,red_wine,1.5653600692749023,3.6366807704674526
375,25,62,worm_fence,barn,1.5618258714675903,3.6302199297324336
290,25,135,plunger,Saluki,1.5521595478057861,3.6125489953147683
372,26,31,dock,lifeboat,2.542177200317383,6.932756296145953
372,26,16,dock,lifeboat,2.384894847869873,6.697922340481657
204,26,29,running_shoe,running_shoe,2.354893922805786,6.653128784200518
372,26,32,dock,lifeboat,2.330146312713623,6.616178808054149
204,26,15,running_shoe,running_shoe,2.2579455375671387,6.508377815979492
497,27,103,kimono,theater_curtain,3.730867862701416,7.033918615699002
173,27,33,handkerchief,quilt,3.5729868412017822,6.813460013425276
401,27,150,stove,stove,3.390739679336548,6.558977529137219
20,27,127,American_lobster,king_crab,3.3033149242401123,6.4369011761366295
125,27,191,beer_bottle,puck,3.2334651947021484,6.339365870139303
269,28,68,promontory,cliff,1.603527307510376,4.234755359516756
259,28,87,Brittany_spaniel,cocker_spaniel,1.5096080303192139,4.048000025808535
496,28,89,komondor,Bedlington_terrier,1.5035556554794312,4.035965081367574
269,28,50,promontory,cliff,1.4540678262710571,3.937560192246738
188,28,188,beer_bottle,beer_bottle,1.4499120712280273,3.929296612680522
86,29,107,pool_table,pool_table,2.807887077331543,5.517042553626607
86,29,120,pool_table,pool_table,2.7223877906799316,5.398193611556793
86,29,115,pool_table,pool_table,2.6647791862487793,5.318114327168614
86,29,108,pool_table,pool_table,2.533296823501587,5.135346255932914
86,29,117,pool_table,pool_table,2.4981799125671387,5.086531723358795
416,30,146,vault,altar,2.209811210632324,4.064348910372382
199,30,89,stage,studio_couch,2.1280112266540527,3.9687983022202244
285,30,5,television,punching_bag,2.0327184200286865,3.8574867202033096
199,30,95,stage,studio_couch,1.8170109987258911,3.6055187577903753
499,30,62,file,refrigerator,1.7994608879089355,3.5850184632897886
434,31,134,skunk,skunk,2.1393213272094727,4.182269283015736
472,31,102,standard_poodle,giant_schnauzer,2.051708221435547,4.069098109563704
315,31,138,maillot,bikini,2.0307183265686035,4.041985144993584
429,31,66,Japanese_spaniel,Chihuahua,2.00638484954834,4.010553224800534
284,31,24,Loafer,cowboy_boot,1.8445799350738525,3.801547370258245
179,32,92,beacon,breakwater,2.311556816101074,6.0551103777776785
64,32,48,projectile,fireboat,2.2537012100219727,5.961217667782207
64,32,62,projectile,fireboat,2.223315715789795,5.911905654800953
179,32,78,beacon,breakwater,2.0889673233032227,5.693874326309588
179,32,106,beacon,breakwater,1.9901330471038818,5.533478149314925
213,33,132,torch,torch,2.5638091564178467,5.423604391438564
138,33,189,pomegranate,pomegranate,2.4301676750183105,5.2244434257833055
259,33,144,Brittany_spaniel,cocker_spaniel,2.3865833282470703,5.159491282934311
388,33,139,gong,wall_clock,2.354947566986084,5.112345675926702
167,33,42,fiddler_crab,fiddler_crab,2.337541103363037,5.086405465839946
229,34,70,papillon,Persian_cat,3.707332134246826,5.9854556360559705
228,34,101,garden_spider,black_and_gold_garden_spider,3.4624099731445312,5.689965402747697
158,34,11,Scottish_deerhound,giant_schnauzer,3.3728396892547607,5.581901910391764
158,34,10,Scottish_deerhound,giant_schnauzer,3.297422409057617,5.490913534245509
316,34,143,Pomeranian,Pomeranian,3.2171483039855957,5.394065564549384
369,35,135,burrito,head_cabbage,1.8610296249389648,4.516971899122809
219,35,78,carton,pencil_box,1.5822590589523315,3.8688315847142105
343,35,147,bee,dung_beetle,1.5206265449523926,3.725536266356862
387,35,143,brassiere,purse,1.4931918382644653,3.6617506964725814
29,35,131,modem,iPod,1.4815757274627686,3.63474329100791
295,36,48,nipple,pill_bottle,2.363980770111084,4.811662260837703
